date,decision,reason,spx_entry,vix_entry,expiry,dte,short_strike,long_strike,entry_credit,contracts,estimated_margin,exit_time,exit_price,exit_reason,pnl_per_contract,total_pnl,win_loss,runtime_sec
2016-05-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-04,SKIP,no credit-qualified spread candidate,2049.32,16.53,,,,,,0,,,,,,,,11.002
2016-05-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-06,SKIP,no credit-qualified spread candidate,2050.02,15.59,,,,,,0,,,,,,,,14.711
2016-05-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-09,SKIP,no credit-qualified spread candidate,2063.15,14.9,,,,,,0,,,,,,,,9.446
2016-05-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-11,SKIP,no credit-qualified spread candidate,2077.17,13.87,,,,,,0,,,,,,,,9.017
2016-05-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-13,SKIP,no credit-qualified spread candidate,2065.44,14.28,,,,,,0,,,,,,,,9.936
2016-05-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-16,SKIP,no credit-qualified spread candidate,2053.23,15.42,,,,,,0,,,,,,,,8.808
2016-05-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-18,SKIP,no credit-qualified spread candidate,2044.22,15.8,,,,,,0,,,,,,,,11.675
2016-05-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-20,SKIP,no option definitions for day,2050.59,15.7,,,,,,0,,,,,,,,6.405
2016-05-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-23,SKIP,no credit-qualified spread candidate,2052.65,16.09,,,,,,0,,,,,,,,8.118
2016-05-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-25,SKIP,no credit-qualified spread candidate,2087.91,14.14,,,,,,0,,,,,,,,8.969
2016-05-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-27,SKIP,no entry quotes for candidates,2093.76,13.52,,,,,,0,,,,,,,,9.983
2016-05-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-05-30,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.861
2016-05-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-01,SKIP,no credit-qualified spread candidate,2087.04,15.18,,,,,,0,,,,,,,,9.598
2016-06-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-03,SKIP,no credit-qualified spread candidate,2094.19,14.24,,,,,,0,,,,,,,,13.5
2016-06-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-06,SKIP,no credit-qualified spread candidate,2104.56,13.79,,,,,,0,,,,,,,,9.686
2016-06-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-08,SKIP,no credit-qualified spread candidate,2118.12,13.83,,,,,,0,,,,,,,,10.262
2016-06-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-10,SKIP,no credit-qualified spread candidate,2098.31,16.08,,,,,,0,,,,,,,,8.202
2016-06-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-13,SKIP,no credit-qualified spread candidate,2090.28,18.49,,,,,,0,,,,,,,,11.559
2016-06-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-15,SKIP,no credit-qualified spread candidate,2080.79,20.0,,,,,,0,,,,,,,,16.776
2016-06-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-17,SKIP,no option definitions for day,2073.97,19.45,,,,,,0,,,,,,,,6.906
2016-06-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-20,SKIP,no credit-qualified spread candidate,2097.76,16.89,,,,,,0,,,,,,,,17.972
2016-06-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-22,ENTER,enter (normal),2092.89,18.37,2016-06-24,2.0,2025.0,2000.0,1.98,12,27624.0,2016-06-22 16:00:00 EDT,0.0,expiry,198.0,2376.0,Win,19.947
2016-06-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-24,SKIP,no credit-qualified spread candidate,2063.32,20.9,,,,,,0,,,,,,,,10.903
2016-06-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-27,ENTER,enter (elevated),2011.3,24.77,2016-06-29,2.0,1940.0,1915.0,2.02,12,27576.0,2016-06-27 13:27:00 EDT,1.01,profit_target,101.0,1212.0,Win,16.305
2016-06-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-06-29,ENTER,enter (normal),2052.78,17.19,2016-07-01,2.0,2015.0,1990.0,2.02,12,27576.0,2016-06-29 11:30:00 EDT,1.01,profit_target,101.0,1212.0,Win,10.535
2016-06-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-01,SKIP,no credit-qualified spread candidate,2103.8,14.81,,,,,,0,,,,,,,,9.113
2016-07-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-04,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.754
2016-07-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-06,SKIP,no credit-qualified spread candidate,2076.76,16.81,,,,,,0,,,,,,,,10.558
2016-07-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-08,SKIP,no credit-qualified spread candidate,2113.65,13.52,,,,,,0,,,,,,,,10.143
2016-07-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-11,SKIP,no credit-qualified spread candidate,2138.24,13.19,,,,,,0,,,,,,,,10.401
2016-07-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-13,SKIP,no credit-qualified spread candidate,2151.29,13.77,,,,,,0,,,,,,,,8.078
2016-07-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-15,SKIP,no option definitions for day,2165.63,12.7,,,,,,0,,,,,,,,6.923
2016-07-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-18,SKIP,no credit-qualified spread candidate,2160.24,12.97,,,,,,0,,,,,,,,13.154
2016-07-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-20,SKIP,VIX below minimum (11.75 < 12),2165.07,11.75,,,,,,0,,,,,,,,0.622
2016-07-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-22,SKIP,no entry quotes for candidates,2163.53,12.64,,,,,,0,,,,,,,,10.981
2016-07-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-25,SKIP,no credit-qualified spread candidate,2170.4,12.96,,,,,,0,,,,,,,,11.849
2016-07-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-27,SKIP,no credit-qualified spread candidate,2169.89,13.01,,,,,,0,,,,,,,,9.42
2016-07-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-29,SKIP,no credit-qualified spread candidate,2169.37,12.46,,,,,,0,,,,,,,,9.5
2016-07-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-07-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-01,SKIP,no credit-qualified spread candidate,2170.14,12.89,,,,,,0,,,,,,,,10.122
2016-08-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-03,SKIP,no credit-qualified spread candidate,2157.46,13.49,,,,,,0,,,,,,,,12.51
2016-08-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-05,SKIP,VIX below minimum (11.54 < 12),2176.54,11.54,,,,,,0,,,,,,,,0.626
2016-08-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-08,SKIP,VIX below minimum (11.61 < 12),2184.66,11.61,,,,,,0,,,,,,,,0.619
2016-08-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-10,SKIP,VIX below minimum (11.65 < 12),2181.21,11.65,,,,,,0,,,,,,,,0.646
2016-08-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-12,SKIP,VIX below minimum (11.90 < 12),2182.57,11.9,,,,,,0,,,,,,,,0.644
2016-08-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-15,SKIP,VIX below minimum (11.70 < 12),2190.51,11.7,,,,,,0,,,,,,,,0.644
2016-08-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-17,SKIP,no entry quotes for candidates,2172.88,13.21,,,,,,0,,,,,,,,13.126
2016-08-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-19,SKIP,no option definitions for day,2177.61,12.13,,,,,,0,,,,,,,,9.439
2016-08-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-22,SKIP,no credit-qualified spread candidate,2177.39,12.86,,,,,,0,,,,,,,,11.838
2016-08-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-24,SKIP,no credit-qualified spread candidate,2185.07,12.84,,,,,,0,,,,,,,,9.88
2016-08-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-26,SKIP,no credit-qualified spread candidate,2180.45,13.35,,,,,,0,,,,,,,,11.118
2016-08-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-29,SKIP,no credit-qualified spread candidate,2177.16,13.61,,,,,,0,,,,,,,,10.602
2016-08-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-08-31,SKIP,no credit-qualified spread candidate,2171.8,13.44,,,,,,0,,,,,,,,12.951
2016-09-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-02,SKIP,no credit-qualified spread candidate,2181.93,12.32,,,,,,0,,,,,,,,13.479
2016-09-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-05,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.619
2016-09-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-07,SKIP,no credit-qualified spread candidate,2186.08,12.01,,,,,,0,,,,,,,,16.79
2016-09-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-09,SKIP,no credit-qualified spread candidate,2163.72,13.87,,,,,,0,,,,,,,,10.259
2016-09-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-12,ENTER,enter (normal),2126.3,17.76,2016-09-14,2.0,2085.0,2060.0,1.95,12,27660.0,2016-09-12 10:22:00 EDT,0.97,profit_target,98.0,1176.0,Win,12.302
2016-09-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-14,SKIP,no credit-qualified spread candidate,2129.6,17.58,,,,,,0,,,,,,,,12.559
2016-09-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-16,SKIP,no option definitions for day,2137.81,16.84,,,,,,0,,,,,,,,8.629
2016-09-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-19,SKIP,no credit-qualified spread candidate,2147.71,15.11,,,,,,0,,,,,,,,12.43
2016-09-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-21,ENTER,enter (normal),2148.27,14.67,2016-09-23,2.0,2105.0,2080.0,2.1,12,27480.0,2016-09-21 14:11:00 EDT,1.05,profit_target,105.0,1260.0,Win,22.727
2016-09-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-23,SKIP,no entry quotes for candidates,2171.12,12.09,,,,,,0,,,,,,,,11.889
2016-09-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-26,ENTER,enter (normal),2150.0,14.44,2016-09-28,2.0,2110.0,2085.0,1.67,12,27996.0,2016-09-26 15:45:00 EDT,1.67,eod_force_close,0.0,0.0,Win,12.62
2016-09-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-28,SKIP,no credit-qualified spread candidate,2162.58,12.82,,,,,,0,,,,,,,,12.394
2016-09-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-09-30,SKIP,no credit-qualified spread candidate,2161.25,13.71,,,,,,0,,,,,,,,11.111
2016-10-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-03,SKIP,no credit-qualified spread candidate,2158.66,14.25,,,,,,0,,,,,,,,11.25
2016-10-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-05,SKIP,no credit-qualified spread candidate,2159.34,12.99,,,,,,0,,,,,,,,10.386
2016-10-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-07,SKIP,no credit-qualified spread candidate,2157.22,13.29,,,,,,0,,,,,,,,12.128
2016-10-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-10,SKIP,no credit-qualified spread candidate,2168.35,13.57,,,,,,0,,,,,,,,16.555
2016-10-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-12,SKIP,no credit-qualified spread candidate,2133.73,16.28,,,,,,0,,,,,,,,10.523
2016-10-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-14,SKIP,no credit-qualified spread candidate,2146.12,15.46,,,,,,0,,,,,,,,10.996
2016-10-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-17,SKIP,no credit-qualified spread candidate,2129.85,16.66,,,,,,0,,,,,,,,10.328
2016-10-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-19,SKIP,no entry quotes for candidates,2139.71,14.83,,,,,,0,,,,,,,,14.204
2016-10-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-21,SKIP,no option definitions for day,2131.5,14.35,,,,,,0,,,,,,,,8.071
2016-10-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2016-10-24,SKIP,no credit-qualified spread candidate,2152.08,12.93,,,,,,0,,,,,,,,9.934
