date,decision,reason,spx_entry,vix_entry,expiry,dte,short_strike,long_strike,entry_credit,contracts,estimated_margin,exit_time,exit_price,exit_reason,pnl_per_contract,total_pnl,win_loss,runtime_sec
2023-04-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-17,SKIP,no credit-qualified spread candidate,4141.1,17.47,,,,,,0,,,,,,,,10.986
2023-04-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-19,ENTER,enter (normal),4135.6,16.8,2023-04-21,2.0,4060.0,4035.0,1.23,10,23770.0,2023-04-19 12:16:00 EDT,0.61,profit_target,62.0,620.0,Win,11.839
2023-04-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-21,SKIP,no credit-qualified spread candidate,4131.3,17.06,,,,,,0,,,,,,,,11.134
2023-04-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-24,ENTER,enter (normal),4139.55,17.31,2023-04-26,2.0,4065.0,4040.0,1.12,10,23880.0,2023-04-24 12:17:00 EDT,2.25,stop_loss,-113.0,-1130.0,Loss,23.113
2023-04-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-26,ENTER,enter (normal),4076.46,18.9,2023-04-28,2.0,4000.0,3975.0,1.85,10,23150.0,2023-04-26 12:08:00 EDT,0.93,profit_target,92.0,920.0,Win,21.673
2023-04-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-28,SKIP,no credit-qualified spread candidate,4133.02,16.73,,,,,,0,,,,,,,,10.23
2023-04-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-04-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-01,ENTER,enter (normal),4173.06,16.04,2023-05-03,2.0,4095.0,4070.0,2.12,10,22880.0,2023-05-01 16:00:00 EDT,0.0,expiry,212.0,2120.0,Win,16.235
2023-05-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-03,ENTER,enter (normal),4127.18,17.9,2023-05-05,2.0,4025.0,4000.0,2.0,10,23000.0,2023-05-03 16:00:00 EDT,0.0,expiry,200.0,2000.0,Win,45.559
2023-05-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-05,SKIP,no credit-qualified spread candidate,4113.0,17.89,,,,,,0,,,,,,,,14.846
2023-05-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-08,ENTER,enter (normal),4135.81,17.61,2023-05-10,2.0,4060.0,4035.0,1.9,10,23100.0,2023-05-08 16:00:00 EDT,0.0,expiry,190.0,1900.0,Win,35.207
2023-05-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-10,ENTER,enter (normal),4133.04,17.04,2023-05-12,2.0,4055.0,4030.0,1.5,10,23500.0,2023-05-10 13:26:00 EDT,3.05,stop_loss,-155.0,-1550.0,Loss,22.522
2023-05-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-12,SKIP,no credit-qualified spread candidate,4142.27,16.49,,,,,,0,,,,,,,,8.268
2023-05-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-15,ENTER,enter (normal),4122.83,17.81,2023-05-17,2.0,4045.0,4020.0,1.3,10,23700.0,2023-05-15 12:45:00 EDT,0.65,profit_target,65.0,650.0,Win,17.382
2023-05-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-17,ENTER,enter (normal),4126.43,17.39,2023-05-19,2.0,4050.0,4025.0,1.25,10,23750.0,2023-05-17 12:40:00 EDT,0.62,profit_target,63.0,630.0,Win,13.31
2023-05-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-19,SKIP,no credit-qualified spread candidate,4210.88,16.03,,,,,,0,,,,,,,,8.951
2023-05-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-22,ENTER,enter (normal),4202.56,17.06,2023-05-24,2.0,4125.0,4100.0,1.3,10,23700.0,2023-05-22 10:09:00 EDT,2.6,stop_loss,-130.0,-1300.0,Loss,21.064
2023-05-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-24,SKIP,macro event filter: FOMC,,,,,,,,0,,,,,,,,0.0
2023-05-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-26,SKIP,no credit-qualified spread candidate,4176.48,18.23,,,,,,0,,,,,,,,8.215
2023-05-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-29,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.639
2023-05-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-05-31,ENTER,enter (normal),4192.39,17.74,2023-06-02,2.0,4115.0,4090.0,1.7,10,23300.0,2023-05-31 10:38:00 EDT,3.4,stop_loss,-170.0,-1700.0,Loss,10.289
2023-06-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-02,SKIP,no credit-qualified spread candidate,4264.54,15.11,,,,,,0,,,,,,,,9.309
2023-06-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-05,SKIP,no credit-qualified spread candidate,4292.74,15.14,,,,,,0,,,,,,,,13.758
2023-06-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-07,SKIP,no credit-qualified spread candidate,4298.29,13.95,,,,,,0,,,,,,,,8.78
2023-06-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-09,SKIP,no credit-qualified spread candidate,4309.91,13.66,,,,,,0,,,,,,,,15.884
2023-06-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-12,ENTER,enter (normal),4308.78,14.77,2023-06-14,2.0,4230.0,4205.0,1.73,10,23270.0,2023-06-12 15:11:00 EDT,0.86,profit_target,87.0,870.0,Win,30.765
2023-06-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-14,ENTER,enter (normal),4373.52,14.52,2023-06-16,2.0,4290.0,4265.0,1.4,10,23600.0,2023-06-14 14:08:00 EDT,3.0,stop_loss,-160.0,-1600.0,Loss,21.429
2023-06-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-16,SKIP,no credit-qualified spread candidate,4432.14,14.48,,,,,,0,,,,,,,,8.645
2023-06-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-19,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.638
2023-06-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-21,SKIP,no credit-qualified spread candidate,4371.01,13.6,,,,,,0,,,,,,,,16.56
2023-06-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-23,SKIP,no credit-qualified spread candidate,4348.4,13.64,,,,,,0,,,,,,,,49.778
2023-06-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-26,SKIP,no credit-qualified spread candidate,4357.05,13.88,,,,,,0,,,,,,,,11.051
2023-06-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-28,SKIP,no credit-qualified spread candidate,4365.3,13.68,,,,,,0,,,,,,,,15.989
2023-06-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-06-30,SKIP,no credit-qualified spread candidate,4438.2,13.39,,,,,,0,,,,,,,,8.472
2023-07-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-03,SKIP,no credit-qualified spread candidate,4449.84,13.76,,,,,,0,,,,,,,,17.418
2023-07-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-05,SKIP,macro event filter: FOMC,,,,,,,,0,,,,,,,,0.0
2023-07-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-07,SKIP,no credit-qualified spread candidate,4405.54,15.38,,,,,,0,,,,,,,,8.539
2023-07-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-10,SKIP,no credit-qualified spread candidate,4404.05,15.26,,,,,,0,,,,,,,,25.368
2023-07-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-12,SKIP,no credit-qualified spread candidate,4477.88,14.09,,,,,,0,,,,,,,,14.187
2023-07-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-14,SKIP,no credit-qualified spread candidate,4519.56,13.64,,,,,,0,,,,,,,,17.742
2023-07-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-17,SKIP,no credit-qualified spread candidate,4505.99,13.79,,,,,,0,,,,,,,,8.199
2023-07-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-19,SKIP,no credit-qualified spread candidate,4573.31,13.31,,,,,,0,,,,,,,,7.826
2023-07-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-21,SKIP,no credit-qualified spread candidate,4548.85,13.75,,,,,,0,,,,,,,,10.188
2023-07-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-24,SKIP,no credit-qualified spread candidate,4556.39,14.02,,,,,,0,,,,,,,,12.241
2023-07-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-26,ENTER,enter (normal),4562.65,13.84,2023-07-28,2.0,4480.0,4455.0,1.15,10,23850.0,2023-07-26 14:40:00 EDT,0.57,profit_target,58.0,580.0,Win,13.127
2023-07-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-28,SKIP,no credit-qualified spread candidate,4570.26,13.53,,,,,,0,,,,,,,,9.515
2023-07-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-07-31,SKIP,no credit-qualified spread candidate,4592.39,13.88,,,,,,0,,,,,,,,13.984
2023-08-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-02,ENTER,enter (normal),4543.34,15.35,2023-08-04,2.0,4460.0,4435.0,1.15,10,23850.0,2023-08-02 10:55:00 EDT,2.45,stop_loss,-130.0,-1300.0,Loss,15.876
2023-08-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-04,SKIP,no credit-qualified spread candidate,4523.12,14.95,,,,,,0,,,,,,,,11.165
2023-08-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-07,ENTER,enter (normal),4494.95,16.92,2023-08-09,2.0,4410.0,4385.0,1.08,10,23920.0,2023-08-07 10:25:00 EDT,0.54,profit_target,54.0,540.0,Win,14.521
2023-08-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-09,ENTER,enter (normal),4493.9,15.85,2023-08-11,2.0,4410.0,4385.0,1.4,10,23600.0,2023-08-09 11:21:00 EDT,2.8,stop_loss,-140.0,-1400.0,Loss,23.801
2023-08-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-11,SKIP,no credit-qualified spread candidate,4448.76,16.17,,,,,,0,,,,,,,,10.597
2023-08-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-13,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-14,ENTER,enter (normal),4459.88,15.8,2023-08-16,2.0,4375.0,4350.0,1.38,10,23620.0,2023-08-14 10:35:00 EDT,0.69,profit_target,69.0,690.0,Win,10.872
2023-08-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-16,SKIP,macro event filter: FOMC,,,,,,,,0,,,,,,,,0.0
2023-08-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-18,SKIP,no credit-qualified spread candidate,4352.69,18.57,,,,,,0,,,,,,,,14.547
2023-08-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-20,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-21,ENTER,enter (normal),4387.65,17.54,2023-08-23,2.0,4305.0,4280.0,1.4,10,23600.0,2023-08-21 11:54:00 EDT,3.0,stop_loss,-160.0,-1600.0,Loss,11.375
2023-08-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-23,ENTER,enter (normal),4402.13,16.72,2023-08-25,2.0,4320.0,4295.0,1.88,10,23120.0,2023-08-23 10:50:00 EDT,0.94,profit_target,94.0,940.0,Win,17.179
2023-08-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-25,SKIP,no credit-qualified spread candidate,4396.94,16.74,,,,,,0,,,,,,,,7.366
2023-08-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-27,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-28,ENTER,enter (normal),4432.58,15.71,2023-08-30,2.0,4350.0,4325.0,1.05,10,23950.0,2023-08-28 15:47:00 EDT,0.53,profit_target,52.0,520.0,Win,9.886
2023-08-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-08-30,ENTER,enter (normal),4504.59,14.31,2023-09-01,2.0,4420.0,4395.0,1.12,10,23880.0,2023-08-30 11:37:00 EDT,0.56,profit_target,56.0,560.0,Win,8.99
2023-08-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-01,SKIP,no credit-qualified spread candidate,4526.41,13.3,,,,,,0,,,,,,,,10.09
2023-09-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-04,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.636
2023-09-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-06,SKIP,no credit-qualified spread candidate,4485.58,14.18,,,,,,0,,,,,,,,14.971
2023-09-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-08,SKIP,no credit-qualified spread candidate,4463.05,14.12,,,,,,0,,,,,,,,9.023
2023-09-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-11,SKIP,no credit-qualified spread candidate,4479.2,14.14,,,,,,0,,,,,,,,7.672
2023-09-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-13,SKIP,no credit-qualified spread candidate,4470.66,13.76,,,,,,0,,,,,,,,8.328
2023-09-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-15,SKIP,no credit-qualified spread candidate,4483.17,13.04,,,,,,0,,,,,,,,10.483
2023-09-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-18,ENTER,enter (normal),4445.62,14.68,2023-09-20,2.0,4365.0,4340.0,1.05,10,23950.0,2023-09-18 11:03:00 EDT,0.53,profit_target,52.0,520.0,Win,9.621
2023-09-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-20,ENTER,enter (normal),4456.9,13.94,2023-09-22,2.0,4375.0,4350.0,1.25,10,23750.0,2023-09-20 15:15:00 EDT,2.6,stop_loss,-135.0,-1350.0,Loss,14.679
2023-09-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-22,SKIP,no credit-qualified spread candidate,4336.59,16.89,,,,,,0,,,,,,,,10.361
2023-09-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-25,ENTER,enter (normal),4313.51,17.84,2023-09-27,2.0,4230.0,4205.0,1.95,10,23050.0,2023-09-25 11:44:00 EDT,0.97,profit_target,98.0,980.0,Win,28.406
2023-09-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-27,ENTER,enter (normal),4289.26,18.5,2023-09-29,2.0,4200.0,4175.0,2.05,10,22950.0,2023-09-27 12:15:00 EDT,4.1,stop_loss,-205.0,-2050.0,Loss,9.7
2023-09-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-09-29,SKIP,no credit-qualified spread candidate,4324.99,16.27,,,,,,0,,,,,,,,13.099
2023-09-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-01,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-02,ENTER,enter (normal),4291.14,17.81,2023-10-04,2.0,4205.0,4180.0,1.67,10,23330.0,2023-10-02 12:50:00 EDT,3.6,stop_loss,-193.0,-1930.0,Loss,9.394
2023-10-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-04,ENTER,enter (normal),4239.27,19.27,2023-10-06,2.0,4150.0,4125.0,1.95,10,23050.0,2023-10-04 15:11:00 EDT,0.97,profit_target,98.0,980.0,Win,12.552
2023-10-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-06,SKIP,no credit-qualified spread candidate,4230.29,19.34,,,,,,0,,,,,,,,22.2
2023-10-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-08,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-09,ENTER,enter (normal),4299.19,18.53,2023-10-11,2.0,4220.0,4195.0,2.05,10,22950.0,2023-10-09 13:31:00 EDT,1.02,profit_target,103.0,1030.0,Win,23.686
2023-10-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-11,SKIP,macro event filter: FOMC,,,,,,,,0,,,,,,,,0.0
2023-10-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-13,SKIP,no credit-qualified spread candidate,4370.41,16.9,,,,,,0,,,,,,,,7.459
2023-10-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-15,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-16,ENTER,enter (normal),4350.44,18.4,2023-10-18,2.0,4270.0,4245.0,1.95,10,23050.0,2023-10-16 10:28:00 EDT,0.97,profit_target,98.0,980.0,Win,12.614
2023-10-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-18,ENTER,enter (normal),4349.95,18.84,2023-10-20,2.0,4260.0,4235.0,1.97,10,23030.0,2023-10-18 15:46:00 EDT,4.5,stop_loss,-253.0,-2530.0,Loss,19.552
2023-10-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-20,SKIP,no credit-qualified spread candidate,4270.91,20.61,,,,,,0,,,,,,,,7.807
2023-10-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-22,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-23,ENTER,enter (elevated),4191.42,22.44,2023-10-25,2.0,4085.0,4060.0,1.43,10,23570.0,2023-10-23 10:00:00 EDT,0.71,profit_target,72.0,720.0,Win,10.89
2023-10-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-25,ENTER,enter (normal),4213.01,19.63,2023-10-27,2.0,4130.0,4105.0,2.12,10,22880.0,2023-10-25 16:00:00 EDT,0.0,expiry,212.0,2120.0,Win,26.094
2023-10-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-27,SKIP,no credit-qualified spread candidate,4145.46,20.2,,,,,,0,,,,,,,,13.243
2023-10-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-29,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-10-30,ENTER,enter (elevated),4157.9,20.27,2023-11-01,2.0,4050.0,4025.0,1.65,10,23350.0,2023-10-30 14:36:00 EDT,0.82,profit_target,83.0,830.0,Win,9.634
2023-10-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-01,ENTER,enter (normal),4202.05,17.72,2023-11-03,2.0,4105.0,4080.0,1.95,10,23050.0,2023-11-01 14:32:00 EDT,0.97,profit_target,98.0,980.0,Win,9.502
2023-11-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-03,SKIP,no credit-qualified spread candidate,4352.36,15.11,,,,,,0,,,,,,,,10.117
2023-11-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-06,ENTER,enter (normal),4364.15,15.36,2023-11-08,2.0,4285.0,4260.0,1.15,10,23850.0,2023-11-06 15:50:00 EST,0.57,profit_target,58.0,580.0,Win,16.015
2023-11-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-08,SKIP,no credit-qualified spread candidate,4386.62,14.51,,,,,,0,,,,,,,,13.909
2023-11-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-10,SKIP,no credit-qualified spread candidate,4369.14,14.81,,,,,,0,,,,,,,,9.788
2023-11-11,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-13,ENTER,enter (normal),4395.58,15.07,2023-11-15,2.0,4315.0,4290.0,1.23,10,23770.0,2023-11-13 10:54:00 EST,0.61,profit_target,62.0,620.0,Win,33.017
2023-11-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-15,ENTER,enter (normal),4508.61,14.12,2023-11-17,2.0,4425.0,4400.0,1.08,10,23920.0,2023-11-15 10:51:00 EST,0.54,profit_target,54.0,540.0,Win,11.098
2023-11-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-17,SKIP,no credit-qualified spread candidate,4503.72,13.99,,,,,,0,,,,,,,,8.533
2023-11-18,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-20,SKIP,no credit-qualified spread candidate,4522.46,13.87,,,,,,0,,,,,,,,13.492
2023-11-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-22,SKIP,no credit-qualified spread candidate,4566.54,13.01,,,,,,0,,,,,,,,14.642
2023-11-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-24,SKIP,no entry quotes for candidates,4554.19,13.14,,,,,,0,,,,,,,,8.507
2023-11-25,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-27,SKIP,no credit-qualified spread candidate,4548.67,12.93,,,,,,0,,,,,,,,9.29
2023-11-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-11-29,SKIP,no credit-qualified spread candidate,4580.85,12.59,,,,,,0,,,,,,,,11.49
2023-11-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-01,SKIP,no credit-qualified spread candidate,4563.19,12.86,,,,,,0,,,,,,,,7.633
2023-12-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-03,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-04,SKIP,no credit-qualified spread candidate,4567.48,13.42,,,,,,0,,,,,,,,10.218
2023-12-05,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-06,SKIP,no credit-qualified spread candidate,4582.77,12.77,,,,,,0,,,,,,,,8.337
2023-12-07,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-08,SKIP,no credit-qualified spread candidate,4588.77,12.76,,,,,,0,,,,,,,,8.383
2023-12-09,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-10,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-11,ENTER,enter (normal),4603.05,13.02,2023-12-13,2.0,4520.0,4495.0,1.3,10,23700.0,2023-12-11 13:21:00 EST,0.65,profit_target,65.0,650.0,Win,21.152
2023-12-12,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-13,SKIP,no credit-qualified spread candidate,4646.8,12.2,,,,,,0,,,,,,,,24.037
2023-12-14,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-15,SKIP,no credit-qualified spread candidate,4715.11,12.2,,,,,,0,,,,,,,,7.501
2023-12-16,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-17,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-18,SKIP,no credit-qualified spread candidate,4732.43,12.51,,,,,,0,,,,,,,,9.966
2023-12-19,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-20,SKIP,no credit-qualified spread candidate,4765.0,12.35,,,,,,0,,,,,,,,10.274
2023-12-21,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-22,SKIP,no credit-qualified spread candidate,4769.89,13.81,,,,,,0,,,,,,,,8.692
2023-12-23,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-24,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-25,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.639
2023-12-26,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-27,SKIP,no credit-qualified spread candidate,4778.42,12.83,,,,,,0,,,,,,,,13.13
2023-12-28,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-29,SKIP,no credit-qualified spread candidate,4786.9,12.58,,,,,,0,,,,,,,,8.747
2023-12-30,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2023-12-31,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2024-01-01,SKIP,missing SPX/VIX entry data,,,,,,,,0,,,,,,,,0.638
2024-01-02,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2024-01-03,SKIP,macro event filter: FOMC,,,,,,,,0,,,,,,,,0.0
2024-01-04,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
2024-01-05,SKIP,no credit-qualified spread candidate,4697.9,13.57,,,,,,0,,,,,,,,7.979
2024-01-06,SKIP,day-of-week filter,,,,,,,,0,,,,,,,,0.0
